23	0	4	31
21	1	7	261
19	2	10	965
17	2	12	2470
15	3	15	5908
13	4	18	7783
11	4	18	27810
9	5	19	57184
7	5	21	61307
5	6	20	132574
3	6	20	127688
5	5	21	65317
9	4	20	30160
7	4	20	32729
5	5	20	78041
7	5	18	78820
5	6	18	111214
3	7	21	170025
1	8	22	164287
3	8	22	102104
5	7	19	131258
7	6	18	95746
5	7	18	116374
3	7	16	64494
1	7	16	59206
3	6	16	47110
5	5	17	48642
7	5	17	59939
7	4	18	34284
9	3	16	10465
11	2	15	2384
9	2	15	1350
7	3	16	6332
5	4	15	9282
3	5	17	33946
1	6	16	36248
3	6	14	15085
5	6	14	18857
-1	7	19	119298
1	6	17	57341
-1	7	18	99214
5	7	14	21273
3	7	14	19821
5	6	11	1951
7	6	11	2583
5	7	12	5008
3	8	12	5751
5	8	12	5210
7	8	12	4189
5	9	13	5012
3	9	17	48977
5	8	16	46841
7	7	16	49699
7	7	19	62177
5	7	17	93500
3	7	19	167766
1	7	21	169365
3	6	22	99672
1	7	23	111036
-1	7	21	114535
5	5	23	33980
7	5	23	28370
5	6	22	94056
3	7	23	107395
1	8	24	87796
-1	8	24	88303
-1	8	26	32793
-3	9	27	13440
-1	8	27	17418
-3	9	25	44891
-5	9	21	110322
-3	8	20	141529
-5	8	18	70067
-3	8	16	63352
-5	9	17	94516
-3	8	18	118945
1	7	19	160804
3	6	18	99905
1	7	20	174843
-1	8	21	187360
-3	9	22	141831
-5	10	23	68848
-1	9	27	14830
-3	9	24	74015
-3	8	21	125499
-1	7	20	122856
1	7	22	143872
3	7	22	142495
-1	9	22	144679
1	9	22	91688
-1	9	24	77340
1	8	23	125397
1	8	21	187388
3	8	19	134696
1	9	19	120139
3	8	20	140644
1	9	23	66699
-1	10	22	63405
1	9	20	122570
3	9	18	57532
5	9	16	17441
7	8	16	22315
7	8	15	17678
9	8	13	3034
11	7	11	2139
13	6	11	2368
15	5	10	1676
13	6	9	843
15	5	11	1605
13	6	13	2497
15	5	12	1543
13	6	15	1135
11	7	16	1557
13	6	14	1690
11	6	18	7498
9	7	19	9555
5	7	21	110272
5	8	19	68947
-1	9	20	174718
-1	8	23	124894
3	6	19	122793
3	5	16	26262
5	4	16	12988
5	4	20	22167
7	3	17	8686
9	3	19	12872
7	4	22	17100
9	3	21	6121
7	4	24	5300
5	5	26	5643
3	6	23	73752
1	7	24	77016
5	5	19	73862
9	3	15	7388
7	4	16	20249
1	5	17	19720
-1	6	17	34051
-3	7	16	35340
-5	8	15	29038
-7	9	16	49690
-5	9	16	62306
-3	8	17	87139
-5	9	18	116296
-7	10	17	82467
-3	9	18	136633
-1	8	17	99628
-3	9	17	103592
-5	10	15	34922
-7	11	16	46459
-9	11	16	49272
-7	11	20	79338
-5	10	20	133055
-3	10	20	127832
-1	9	19	161492
1	8	20	196493
1	8	18	147106
-1	8	14	23809
3	8	16	63154
5	7	16	62846
3	8	15	34813
1	9	18	100275
9	6	15	35715
11	5	15	27923
7	5	19	80338
5	6	26	13146
3	6	24	48084
5	6	24	42370
5	6	23	68677
3	7	24	73311
3	7	26	25382
1	7	26	28205
3	6	25	29886
-3	10	21	122873
-5	11	19	74654
-7	11	19	80853
-5	10	18	111505
-7	11	21	61988
-9	12	20	30761
-7	11	23	28604
-9	12	21	21190
-7	11	22	45754
-5	10	25	25051
-3	10	25	29699
1	8	25	55552
3	8	21	125609
3	8	18	120317
7	6	20	90001
5	6	16	57112
1	7	17	95100
-1	8	20	196787
-3	8	22	102182
-1	7	23	66713
-5	9	25	19225
-7	9	21	35925
-3	7	15	23572
-1	7	15	30940
-9	11	14	21192
-11	12	15	24186
-13	13	14	10065
-11	12	16	28952
-13	12	12	5723
-11	11	11	3372
-9	10	14	23335
-7	10	18	96419
-5	9	19	130947
-5	9	13	13414
-5	8	12	5111
-3	8	12	5917
-1	8	12	5935
1	7	9	290
3	7	11	2814
5	7	13	13483
7	6	12	5910
9	6	12	7639
7	7	14	20743
7	7	15	36651
9	7	11	3033
3	8	17	86353
1	8	17	99520
-1	9	16	59629
1	9	16	49363
-3	10	17	75464
-3	10	19	123003
-5	11	20	78367
-7	11	18	79066
-5	10	17	86265
-3	10	23	74586
-1	10	23	45428
1	9	26	13247
3	8	25	27113
5	7	25	19000
3	8	26	13986
5	8	26	1736
7	6	24	17253
5	7	24	35775
3	8	23	71317
-5	9	20	128356
-11	12	17	33361
-3	9	14	20366
-1	9	14	18714
1	9	12	3902
-1	10	13	6638
-3	11	14	8917
1	10	15	17098
3	10	15	9033
5	9	15	13381
5	8	20	61675
1	10	19	43660
-1	11	18	24732
-3	11	20	53554
-7	12	23	9984
-5	11	24	20849
-1	10	25	16087
1	9	25	25231
3	9	23	18605
5	9	21	5446
3	10	20	7187
1	10	22	22049
-1	10	18	72520
1	10	18	41235
3	10	16	11527
3	9	11	1440
5	8	13	9002
3	8	13	9637
3	8	10	1220
1	8	12	5808
3	7	12	4300
5	6	13	9871
1	8	14	23649
-1	9	15	37712
-3	9	15	40935
-1	8	16	70178
-1	8	18	146602
-3	9	20	179070
-1	9	23	112090
3	7	17	102775
-1	8	22	164480
-3	9	23	107968
-5	9	23	57255
-1	8	19	175370
1	8	19	174953
-3	8	23	72340
-1	7	24	42954
-5	9	22	84470
-3	8	24	46861
-7	10	19	102722
-9	11	20	48024
-11	12	18	28026
-13	13	17	11096
-15	13	17	1990
-17	13	13	1633
-19	13	9	308
-17	12	12	350
-15	11	14	402
-13	10	14	1764
-11	9	14	2937
-13	10	11	2247
-11	9	12	2835
-9	9	16	21749
-7	8	17	22097
-5	7	17	19774
-3	6	18	13164
-3	7	19	61444
-1	6	18	41050
-5	8	21	45992
-7	9	20	51161
5	6	19	132921
9	4	22	13533
7	5	22	45700
9	4	21	21137
11	4	17	33181
9	5	20	48126
11	5	18	27040
9	6	19	42938
7	6	19	102300
9	6	17	53391
7	7	18	67473
1	9	24	42966
3	9	22	29913
5	8	21	46388
5	8	17	58708
3	9	15	23486
1	10	16	23965
3	9	19	61765
5	8	18	69879
-1	10	19	87244
-3	11	18	47352
-1	10	20	89472
1	10	17	34138
7	7	17	62368
9	6	16	45753
5	8	15	28860
7	7	13	12762
11	6	11	3215
9	6	13	13180
7	6	13	11428
5	6	17	86776
3	6	15	30084
5	5	18	68250
7	4	21	25735
5	5	24	20842
7	5	26	3816
5	6	27	6591
3	7	25	45063
1	7	25	48553
1	6	24	28349
7	6	22	49801
5	7	23	57643
3	8	24	46456
1	9	21	114257
-1	9	26	28266
-3	10	26	16303
1	10	24	6621
5	9	17	19845
7	9	13	2361
9	8	14	3375
7	8	17	22291
9	6	18	50027
5	5	15	18853
1	5	15	8471
3	5	19	51014
1	6	18	72577
3	5	21	43468
1	5	21	16962
-1	6	20	39858
1	5	19	24819
-3	7	21	44487
-9	10	19	42901
-5	9	24	35826
-1	8	25	55589
-3	8	25	27134
-1	7	22	91522
1	6	21	81236
-3	9	19	167704
-5	11	22	52159
-7	12	21	25610
-9	12	19	38574
-5	10	22	94028
-1	9	21	170596
3	7	20	178399
5	7	20	128004
11	5	12	7695
9	5	16	49431
7	5	20	79061
7	6	16	59559
9	6	10	1401
9	7	13	10698
11	6	10	1947
15	4	14	4507
11	5	17	31660
7	7	21	35448
-1	10	24	28635
-3	10	22	99678
-5	11	17	48433
-7	12	20	33418
-9	13	19	12818
-7	12	22	17011
-9	12	22	13399
-11	13	19	11599
-9	13	17	13682
-7	12	18	34361
-9	13	15	7438
-11	13	17	15794
-7	11	17	59951
-5	10	19	132648
-1	10	17	57462
3	9	20	55712
7	8	13	7258
11	6	12	7167
9	6	14	23184
7	8	14	13356
-3	10	15	30110
-9	11	17	57138
-3	8	19	135113
-3	9	21	170811
5	6	25	25163
3	7	28	6834
1	7	28	7176
3	6	27	7871
-1	7	28	2986
1	6	27	3812
5	5	25	11379
9	4	24	3406
11	4	22	3902
7	5	27	1803
5	6	30	494
7	6	28	510
5	7	28	1804
3	8	27	6924
5	7	27	4409
7	7	23	11679
9	6	24	1738
7	7	25	2371
3	9	21	44746
5	9	12	2430
7	9	17	1610
5	8	22	30848
1	9	17	76474
-1	9	17	95936
-3	9	13	11971
-5	10	16	57202
-5	9	11	3005
-7	10	11	2540
-9	11	12	5506
-9	11	18	65343
-13	13	16	11712
-15	13	14	6570
-13	12	14	14877
-11	11	15	27882
-13	11	13	10012
-11	10	15	17549
-9	9	18	15140
-13	11	14	11724
-9	10	17	53427
-5	8	17	58879
-5	9	15	41590
3	5	18	47070
1	6	20	89239
3	4	16	7344
-1	6	15	16900
-3	6	17	13463
7	6	21	73138
5	7	22	83275
5	5	22	51869
3	6	21	121621
7	4	19	37703
9	3	18	12754
11	3	16	14071
9	4	17	38416
1	7	15	37192
3	7	15	41255
-1	9	18	127322
-1	10	15	23434
-5	11	18	68516
-1	7	17	76741
-1	6	19	43315
5	4	17	19930
7	3	18	8489
7	4	17	30372
9	5	14	21233
5	7	15	41491
-5	9	14	21191
-1	7	16	50207
-5	7	12	2401
-3	7	12	3239
-5	8	9	238
1	6	15	23647
3	4	18	11302
-3	7	17	49103
-7	9	17	62436
-5	8	16	46696
-7	8	14	13164
-9	8	12	2544
-9	9	13	11018
-9	10	15	35569
-9	11	19	57574
-7	10	20	89328
3	7	30	1256
1	7	30	1486
3	6	29	1727
1	8	27	17338
-1	9	25	48422
1	8	26	32831
7	6	23	32088
7	5	24	16524
3	8	14	22038
-1	11	16	16162
-3	12	17	10429
-5	12	19	25458
-7	13	18	8518
-5	12	21	17503
-9	13	20	8635
-7	13	20	6166
-9	14	17	1842
-11	14	17	2860
-3	12	19	11479
-3	11	22	33631
1	10	20	40226
-1	11	19	24534
-3	11	19	51260
-1	10	21	81944
-5	12	18	23071
-3	10	18	99480
-3	9	16	63270
1	8	16	71171
-5	10	21	120623
-9	11	22	19111
-7	11	24	16467
-5	10	27	6628
-3	9	28	6646
-5	9	26	9822
-3	8	27	7051
-1	7	26	13342
-3	9	26	25812
