23	0	4	33
21	1	7	247
19	2	10	939
17	2	12	2390
15	3	15	5900
13	4	18	7594
11	4	18	28207
9	5	19	57183
7	5	21	61833
5	6	20	133174
3	6	20	128412
5	5	21	65532
9	4	20	30543
7	4	20	33470
5	5	20	78526
7	5	18	79201
5	6	18	110982
3	7	21	170297
1	8	22	164281
3	8	22	101547
5	7	19	130705
7	6	18	96276
5	7	18	115769
3	7	16	64516
1	7	16	59637
3	6	16	47101
5	5	17	49025
7	5	17	60050
7	4	18	34767
9	3	16	10385
11	2	15	2341
9	2	15	1425
7	3	16	6438
5	4	15	9243
3	5	17	33991
1	6	16	36295
3	6	14	15171
5	6	14	18599
-1	7	19	119741
1	6	17	57130
-1	7	18	99645
5	7	14	21259
3	7	14	19998
5	6	11	2096
7	6	11	2518
5	7	12	4941
3	8	12	5807
5	8	12	5089
7	8	12	4108
5	9	13	4970
3	9	17	49412
5	8	16	47444
7	7	16	49281
7	7	19	63203
5	7	17	94005
3	7	19	168065
1	7	21	170133
3	6	22	100185
1	7	23	112928
-1	7	21	115143
5	5	23	34331
7	5	23	28808
5	6	22	94816
3	7	23	108506
1	8	24	87937
-1	8	24	88430
-1	8	26	32759
-3	9	27	13618
-1	8	27	17618
-3	9	25	45066
-5	9	21	110691
-3	8	20	141441
-5	8	18	70204
-3	8	16	63818
-5	9	17	94806
-3	8	18	119487
1	7	19	161182
3	6	18	100122
1	7	20	175010
-1	8	21	186522
-3	9	22	142242
-5	10	23	68948
-1	9	27	14903
-3	9	24	73646
-3	8	21	126225
-1	7	20	122989
1	7	22	144418
3	7	22	142272
-1	9	22	143981
1	9	22	91669
-1	9	24	77411
1	8	23	125350
1	8	21	186933
3	8	19	133603
1	9	19	119474
3	8	20	140948
1	9	23	66639
-1	10	22	63481
1	9	20	121925
3	9	18	57614
5	9	16	17414
7	8	16	22493
7	8	15	17529
9	8	13	2972
11	7	11	2014
13	6	11	2362
15	5	10	1645
13	6	9	804
15	5	11	1673
13	6	13	2381
15	5	12	1679
13	6	15	1207
11	7	16	1454
13	6	14	1755
11	6	18	7561
9	7	19	9582
5	7	21	110728
5	8	19	68343
-1	9	20	174732
-1	8	23	125353
3	6	19	123013
3	5	16	26182
5	4	16	13193
5	4	20	22416
7	3	17	8564
9	3	19	12833
7	4	22	17296
9	3	21	6062
7	4	24	5193
5	5	26	5675
3	6	23	74462
1	7	24	77165
5	5	19	74793
9	3	15	7199
7	4	16	20281
1	5	17	19740
-1	6	17	34521
-3	7	16	35215
-5	8	15	28949
-7	9	16	49405
-5	9	16	62746
-3	8	17	86702
-5	9	18	115689
-7	10	17	82971
-3	9	18	135460
-1	8	17	99503
-3	9	17	103104
-5	10	15	34682
-7	11	16	46156
-9	11	16	49070
-7	11	20	79133
-5	10	20	132737
-3	10	20	127856
-1	9	19	161375
1	8	20	196493
1	8	18	147225
-1	8	14	24006
3	8	16	63268
5	7	16	61820
3	8	15	34720
1	9	18	99791
9	6	15	35524
11	5	15	28059
7	5	19	80909
5	6	26	13370
3	6	24	48203
5	6	24	43120
5	6	23	68660
3	7	24	73921
3	7	26	25426
1	7	26	28207
3	6	25	29927
-3	10	21	122641
-5	11	19	74707
-7	11	19	80285
-5	10	18	110658
-7	11	21	62184
-9	12	20	30631
-7	11	23	28518
-9	12	21	21325
-7	11	22	45442
-5	10	25	24866
-3	10	25	29361
1	8	25	55911
3	8	21	124873
3	8	18	119606
7	6	20	90205
5	6	16	56906
1	7	17	96065
-1	8	20	196537
-3	8	22	102882
-1	7	23	67541
-5	9	25	19072
-7	9	21	35735
-3	7	15	23505
-1	7	15	31133
-9	11	14	20972
-11	12	15	24358
-13	13	14	10275
-11	12	16	28936
-13	12	12	5714
-11	11	11	3288
-9	10	14	23051
-7	10	18	96127
-5	9	19	131445
-5	9	13	13280
-5	8	12	5153
-3	8	12	5901
-1	8	12	5853
1	7	9	296
3	7	11	2775
5	7	13	13277
7	6	12	6013
9	6	12	7508
7	7	14	20549
7	7	15	36859
9	7	11	2951
3	8	17	86247
1	8	17	99886
-1	9	16	59113
1	9	16	49520
-3	10	17	75401
-3	10	19	123305
-5	11	20	78284
-7	11	18	79102
-5	10	17	86436
-3	10	23	74094
-1	10	23	45701
1	9	26	13309
3	8	25	27012
5	7	25	19353
3	8	26	14379
5	8	26	1815
7	6	24	17538
5	7	24	35462
3	8	23	71820
-5	9	20	127287
-11	12	17	33254
-3	9	14	20269
-1	9	14	18773
1	9	12	3899
-1	10	13	6663
-3	11	14	9084
1	10	15	17066
3	10	15	8952
5	9	15	13510
5	8	20	61536
1	10	19	43401
-1	11	18	24393
-3	11	20	53185
-7	12	23	10074
-5	11	24	20794
-1	10	25	16057
1	9	25	25209
3	9	23	18609
5	9	21	5339
3	10	20	7034
1	10	22	21861
-1	10	18	71782
1	10	18	40803
3	10	16	11422
3	9	11	1483
5	8	13	8947
3	8	13	9577
3	8	10	1178
1	8	12	5770
3	7	12	4264
5	6	13	9699
1	8	14	24107
-1	9	15	37170
-3	9	15	40688
-1	8	16	70071
-1	8	18	147507
-3	9	20	178108
-1	9	23	112226
3	7	17	102971
-1	8	22	164811
-3	9	23	108306
-5	9	23	57764
-1	8	19	174593
1	8	19	174113
-3	8	23	71766
-1	7	24	43057
-5	9	22	83869
-3	8	24	47129
-7	10	19	101996
-9	11	20	48200
-11	12	18	28141
-13	13	17	10827
-15	13	17	1992
-17	13	13	1571
-19	13	9	295
-17	12	12	327
-15	11	14	419
-13	10	14	1769
-11	9	14	3035
-13	10	11	2348
-11	9	12	2769
-9	9	16	21606
-7	8	17	22034
-5	7	17	19473
-3	6	18	12996
-3	7	19	61218
-1	6	18	41165
-5	8	21	46296
-7	9	20	51060
5	6	19	133094
9	4	22	13435
7	5	22	45377
9	4	21	21310
11	4	17	32978
9	5	20	47676
11	5	18	27080
9	6	19	42965
7	6	19	101503
9	6	17	53247
7	7	18	67172
1	9	24	43398
3	9	22	29731
5	8	21	46136
5	8	17	58915
3	9	15	23576
1	10	16	23883
3	9	19	61592
5	8	18	70673
-1	10	19	86718
-3	11	18	47094
-1	10	20	88528
1	10	17	34154
7	7	17	62718
9	6	16	46073
5	8	15	28878
7	7	13	12887
11	6	11	3258
9	6	13	12822
7	6	13	11467
5	6	17	86833
3	6	15	29868
5	5	18	68673
7	4	21	25900
